"word","word_type","topic","phonetic","meaning_en","image_url","audio_url"
"cutting board","noun","Kitchen Wares","kˈʌɾɪŋ bˈoːɹd","a wooden or plastic board on which meat or vegetables are cut","https://cdn.langeek.co/photo/26546/original/?type=jpeg","https://tts.langeek.co/read?text=Y3V0dGluZyBib2FyZA&hash=ad8ed0d014c6bfb2d02c1913641298250c632cc3&lang=en&cache-only=0"
"dish rack","noun","Kitchen Wares","dˈɪʃ ɹˈæk","a kitchen tool used to hold and dry dishes after washing","https://cdn.langeek.co/photo/32756/original/?type=jpeg","https://tts.langeek.co/read?text=ZGlzaCByYWNr&hash=57ee042fcb0f57ece5026d73f8b143bd8e3c8259&lang=en&cache-only=0"
"dish pan","noun","Kitchen Wares","dˈɪʃ pˈæn","a shallow, rectangular or square-shaped container, often made of plastic, used for washing dishes by hand","https://cdn.langeek.co/photo/50799/original/?type=jpeg","https://tts.langeek.co/read?text=ZGlzaCBwYW4&hash=476b4442e6ec767a1e5ca688ad429365688514fa&lang=en&cache-only=0"
"whisk","noun","Kitchen Wares","ˈhwɪsk/, /ˈwɪsk","‌a handheld object with small pieces of curved wire used for whipping cream or eggs","https://cdn.langeek.co/photo/50813/original/?type=jpeg","https://tts.langeek.co/read?text=d2hpc2s&hash=3f5d8ded06e3c02ae3b91c7ef97b08fe3f690187&lang=en&cache-only=0"
"garlic press","noun","Kitchen Wares","ɡˈɑːɹlɪk pɹˈɛs","a small handheld kitchen tool used for crushing garlic","https://cdn.langeek.co/photo/50803/original/?type=jpeg","https://tts.langeek.co/read?text=Z2FybGljIHByZXNz&hash=9273f22bf564ba32717164c509dbc262ce0c1e7c&lang=en&cache-only=0"
"jar","noun","Kitchen Wares","dʒɑr","a container with a wide opening and a lid, typically made of glass or ceramic, used to store food such as honey, jam, pickles, etc.","https://cdn.langeek.co/photo/20067/original/jar?type=jpeg","https://tts.langeek.co/read?text=amFy&hash=e13dc8b26cebdc9da520920c9c749b1a9d23295f&lang=en&cache-only=0"
"spatula","noun","Kitchen Wares","ˈspætʃələ","a kitchen tool with a broad and flat part on one end, used for turning and lifting food","https://cdn.langeek.co/photo/19038/original/spatula?type=jpeg","https://tts.langeek.co/read?text=c3BhdHVsYQ&hash=4e35788a41cc2416f5ecdc6168e0ac06caf1a63d&lang=en&cache-only=0"
"masher","noun","Kitchen Wares","mˈæʃɚ","a kitchen tool designed to mash cooked vegetables, fruits, or other foods into a soft and uniform texture","https://cdn.langeek.co/photo/37521/original/?type=jpeg","https://tts.langeek.co/read?text=bWFzaGVy&hash=17a24a71217ca9a469d66e7ea2c809ec59008fda&lang=en&cache-only=0"
"peeler","noun","Kitchen Wares","ˈpiɫɝ","a special device or knife for removing the skin of vegetables or fruit","https://cdn.langeek.co/photo/26624/original/?type=jpeg","https://tts.langeek.co/read?text=cGVlbGVy&hash=f646c54cff94a402369a4670b568d095c4851727&lang=en&cache-only=0"
"reamer","noun","Kitchen Wares","ˈɹimɝ","a handheld tool with a conical ridged end used for manually extracting juice from citrus fruits like lemons, limes, and oranges","https://cdn.langeek.co/photo/37622/original/?type=jpeg","https://tts.langeek.co/read?text=cmVhbWVy&hash=4005a24bf377e402aa5987e8b1583e5e237aee47&lang=en&cache-only=0"
"teapot","noun","Kitchen Wares","ˈtiˌpɑt","a container with a handle, lid, and spout for brewing and serving tea","https://cdn.langeek.co/photo/26848/original/?type=jpeg","https://tts.langeek.co/read?text=dGVhcG90&hash=e005974c1da3509beaa0eabdcc6ad044d94ae0a1&lang=en&cache-only=0"
"turner","noun","Kitchen Wares","ˈtɝnɝ","a flat kitchen utensil with a long handle used to lift and flip foods, such as pancakes, burgers, and vegetables, while cooking","https://cdn.langeek.co/photo/37558/original/?type=jpeg","https://tts.langeek.co/read?text=dHVybmVy&hash=4ae1077562f2a0e60a9c790f96a1c5e1bfe1bf43&lang=en&cache-only=0"
"chopper","noun","Kitchen Wares","ˈtʃɑpɝ","a kitchen tool used to chop or mince food into smaller pieces, such as onions, herbs, nuts, or vegetables","https://cdn.langeek.co/photo/37554/original/?type=jpeg","https://tts.langeek.co/read?text=Y2hvcHBlcg&hash=6ae63a5f5312c65f86d261fb3a98c3852e16ea48&lang=en&cache-only=0"
"chopstick","noun","Kitchen Wares","ˈʧɑːpˌstɪk","one of the two thin, typically wooden sticks, used particularly by people of China, Japan, etc., to eat food","https://cdn.langeek.co/photo/19054/original/chopstick?type=jpeg","https://tts.langeek.co/read?text=Y2hvcHN0aWNr&hash=74c658b88b00e7eb26f6e4f56dfd838e39efecc4&lang=en&cache-only=0"
"dessert spoon","noun","Kitchen Wares","dɪzˈɜːt spˈuːn","a medium-sized spoon designed for eating dessert","https://cdn.langeek.co/photo/30746/original/?type=jpeg","https://tts.langeek.co/read?text=ZGVzc2VydCBzcG9vbg&hash=4005123cf8b1b9ed75ba2205d8890bf1c86a2d2b&lang=en&cache-only=0"
"steak knife","noun","Kitchen Wares","stˈeɪk nˈaɪf","a specialized table knife with a sharp serrated edge designed to easily cut through cooked meat, especially steak","https://cdn.langeek.co/photo/32730/original/?type=jpeg","https://tts.langeek.co/read?text=c3RlYWsga25pZmU&hash=adcaddb90aee1f4fd7c3bd793f1a2301716e7533&lang=en&cache-only=0"
"table knife","noun","Kitchen Wares","tˈeɪbəl nˈaɪf","a non-serrated knife with a rounded tip, used for cutting and eating food at the dining table","https://cdn.langeek.co/photo/38463/original/?type=jpeg","https://tts.langeek.co/read?text=dGFibGUga25pZmU&hash=8d5f29c3b4f9e168ca57eee47c9018a6d295d8d0&lang=en&cache-only=0"
"tongs","noun","Kitchen Wares","ˈtɑŋz/, /ˈtɔŋz","a kitchen utensil with two bars that when pushed one can lift small items","https://cdn.langeek.co/photo/26852/original/?type=jpeg","https://tts.langeek.co/read?text=dG9uZ3M&hash=144dda6026176c524b9a253389236f8041f47052&lang=en&cache-only=0"
"salt shaker","noun","Kitchen Wares","sˈɑːlt ʃˈeɪkɚ","a container with holes in the top used for dispensing salt","https://cdn.langeek.co/photo/32778/original/?type=jpeg","https://tts.langeek.co/read?text=c2FsdCBzaGFrZXI&hash=3ef7216ec1f821d112aaf6baa1f247e52cd17543&lang=en&cache-only=0"
"pepper mill","noun","Kitchen Wares","pˈɛpɚ mˈɪl","a kitchen tool used to grind whole peppercorns into a finer powder","https://cdn.langeek.co/photo/37618/original/?type=jpeg","https://tts.langeek.co/read?text=cGVwcGVyIG1pbGw&hash=76536542feb40d2f706300603f991893b8f5ed8e&lang=en&cache-only=0"
"lid","noun","Kitchen Wares","ˈɫɪd","the removable cover at the top of a container","https://cdn.langeek.co/photo/50807/original/?type=jpeg","https://tts.langeek.co/read?text=bGlk&hash=23e5782ebc5e372135137f7f7d6366ff98d94d94&lang=en&cache-only=0"
"skillet","noun","Kitchen Wares","ˈskɪɫət","a shallow pan with a long handle, used for frying food","https://cdn.langeek.co/photo/20990/original/?type=jpeg","https://tts.langeek.co/read?text=c2tpbGxldA&hash=2f486e404c225c6f331638a1833346fd53a0a67f&lang=en&cache-only=0"
"ladle","noun","Kitchen Wares","ˈleɪdəl","a type of large spoon with a long handle and a deep bowl, particularly used for serving liquid food","https://cdn.langeek.co/photo/50805/original/ladle?type=jpeg","https://tts.langeek.co/read?text=bGFkbGU&hash=6b1654382b5ac75b859d14c968adb9abe2e503bd&lang=en&cache-only=0"
"corkscrew","noun","Kitchen Wares","ˈkɔɹksˌkɹu","a small tool with a pointy spiral metal for pulling out corks from bottles","https://cdn.langeek.co/photo/30744/original/?type=jpeg","https://tts.langeek.co/read?text=Y29ya3NjcmV3&hash=68cda47b792099849e310216b38ef53d50906ed3&lang=en&cache-only=0"
"tray","noun","Kitchen Wares","treɪ","a flat object with elevated edges, often used for holding or carrying food and drink","https://cdn.langeek.co/photo/20089/original/tray?type=jpeg","https://tts.langeek.co/read?text=dHJheQ&hash=600d6a79bcd492ed83764ec6ab1cc1f2cb285046&lang=en&cache-only=0"
"bottle","noun","Kitchen Wares","ˈbɑːtəl","a glass or plastic container that has a narrow neck and is used for storing drinks or other liquids","https://cdn.langeek.co/photo/48633/original/bottle?type=jpeg","https://tts.langeek.co/read?text=Ym90dGxl&hash=083135fc1cc1adf19e54c5706863b4d9b540c28f&lang=en&cache-only=0"
"pitcher","noun","Kitchen Wares","ˈpɪʧɚ","a deep round container with a handle and a curved opening, used for pouring liquids","https://cdn.langeek.co/photo/20071/original/jug?type=jpeg","https://tts.langeek.co/read?text=cGl0Y2hlcg&hash=7be6cda7743936aac5383d4373ad5099279b2b03&lang=en&cache-only=0"
"wineglass","noun","Kitchen Wares","wˈaɪnɡlæs","a stemmed drinking glass with a bowl-shaped top that narrows to concentrate the aroma of wine","https://cdn.langeek.co/photo/50815/original/?type=jpeg","https://tts.langeek.co/read?text=d2luZWdsYXNz&hash=f913e425bc1dd9af80e59648985553cc412c3ff2&lang=en&cache-only=0"
"cake pan","noun","Kitchen Wares","kˈeɪk pˈæn","a baking dish, usually round or rectangular in shape, that is used for baking cakes and other baked goods","https://cdn.langeek.co/photo/38116/original/?type=jpeg","https://tts.langeek.co/read?text=Y2FrZSBwYW4&hash=4a581104433effd9388446e98949cdc924fb17ca&lang=en&cache-only=0"
"dish","noun","Kitchen Wares","dɪʃ","a flat, shallow container for cooking food in or serving it from","https://cdn.langeek.co/photo/48919/original/dish?type=jpeg","https://tts.langeek.co/read?text=ZGlzaA&hash=ac8ca031409ed9fa5b8de95d80007066cf751824&lang=en&cache-only=0"
"pepper pot","noun","Kitchen Wares","pˈɛpɚ pˈɑːt","a container with perforations on the top used for storing and dispensing ground pepper","https://cdn.langeek.co/photo/42702/original/?type=jpeg","https://tts.langeek.co/read?text=cGVwcGVyIHBvdA&hash=2c1d2b6d44f2888900053980074b607f65cec8b8&lang=en&cache-only=0"
"platter","noun","Kitchen Wares","ˈpɫætɝ","a large, flat serving dish used for presenting food, often used for serving meat, cheese, fruit, or vegetables","https://cdn.langeek.co/photo/32856/original/?type=jpeg","https://tts.langeek.co/read?text=cGxhdHRlcg&hash=8f7062c1e0e4cb3de7bc1678c5cc322619944a41&lang=en&cache-only=0"
"bread knife","noun","Kitchen Wares","bɹˈɛd nˈaɪf","a long, serrated knife designed specifically for slicing through bread and other baked goods without crushing or squishing them","https://cdn.langeek.co/photo/50795/original/?type=jpeg","https://tts.langeek.co/read?text=YnJlYWQga25pZmU&hash=2393ac101a69166a76367b1ebf517f7959c0b9f4&lang=en&cache-only=0"
"mixing bowl","noun","Kitchen Wares","mˈɪksɪŋ bˈoʊl","a bowl typically used in cooking and baking for combining ingredients","https://cdn.langeek.co/photo/50811/original/?type=jpeg","https://tts.langeek.co/read?text=bWl4aW5nIGJvd2w&hash=dde9d4f10f7f714bfdd615209867afc9100574a9&lang=en&cache-only=0"
"soup spoon","noun","Kitchen Wares","sˈuːp spˈuːn","a round-bowled spoon designed for eating soup or similar liquid dishes","https://cdn.langeek.co/photo/32728/original/?type=jpeg","https://tts.langeek.co/read?text=c291cCBzcG9vbg&hash=2be26c61bfab4c962788bbcf40258213ad596017&lang=en&cache-only=0"
"butter dish","noun","Kitchen Wares","bˈʌɾɚ dˈɪʃ","a container used for serving butter, which typically consists of a base and a lid","https://cdn.langeek.co/photo/38210/original/?type=jpeg","https://tts.langeek.co/read?text=YnV0dGVyIGRpc2g&hash=1b1a6c41e1e94621d9af7f6b4ccd9062d460f693&lang=en&cache-only=0"
"measuring cup","noun","Kitchen Wares","mˈɛʒɚɹɪŋ kˈʌp","a container with numbers on it for measuring the quantity of something when cooking, used mainly in the US","https://cdn.langeek.co/photo/26568/original/?type=jpeg","https://tts.langeek.co/read?text=bWVhc3VyaW5nIGN1cA&hash=d13a9fa11c32bc221b06b69474c928698fd5e77d&lang=en&cache-only=0"
"to manufacture","verb","Creating and Producing","ˌmænjəˈfæktʃɝ","to produce products in large quantities by using machinery","https://cdn.langeek.co/photo/20772/original/manufacture?type=jpeg","https://tts.langeek.co/read?text=dG8gbWFudWZhY3R1cmU&hash=4872bdecc607fa1c7286cee47b3a6670620979ad&lang=en&cache-only=0"
"to assemble","verb","Creating and Producing","əˈsɛmbəl","to make something by putting separate parts of something together","https://cdn.langeek.co/photo/47146/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gYXNzZW1ibGU&hash=1173d092a730b87a1b8ac96cb8a9f63ec3229e49&lang=en&cache-only=0"
"to forge","verb","Creating and Producing","fɔrʤ","to make something from a piece of metal object by heating it until it becomes soft and then beating it with a hammer","https://cdn.langeek.co/photo/47158/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gZm9yZ2U&hash=8d3f2e010d823f309c99fb69694278f52b83b98b&lang=en&cache-only=0"
"to sketch","verb","Creating and Producing","skɛʧ","to produce an elementary and quick drawing of someone or something","https://cdn.langeek.co/photo/51696/original/sketch?type=jpeg","https://tts.langeek.co/read?text=dG8gc2tldGNo&hash=c20dee27acc19d2e3441f6da541ef0a39c68d4d2&lang=en&cache-only=0"
"to crochet","verb","Creating and Producing","kɹoʊˈʃeɪ","to create fabric or a fabric item by interlocking loops of yarn or thread using a hooked needle","https://cdn.langeek.co/photo/46866/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gY3JvY2hldA&hash=4d190e08d3a821f60a174f245778948d17846a5d&lang=en&cache-only=0"
"to weave","verb","Creating and Producing","wiːv","to create fabric or material by interlacing threads, yarn, or other strands in a pattern using a loom or by hand","https://cdn.langeek.co/photo/46806/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gd2VhdmU&hash=5b07787529cddfe06418f74a2b4148b1f095965d&lang=en&cache-only=0"
"to engrave","verb","Creating and Producing","ɪnˈɡɹeɪv","to carve or cut a design or lettering into a hard surface, such as metal or stone","https://cdn.langeek.co/photo/51194/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gZW5ncmF2ZQ&hash=bd222626e982dc0ff95fbc9e5b6e10dac93c9c40&lang=en&cache-only=0"
"to tailor","verb","Creating and Producing","ˈteɪlɚ","to make clothes according to the measurements of a particular costumer","https://cdn.langeek.co/photo/51440/original/tailor?type=jpeg","https://tts.langeek.co/read?text=dG8gdGFpbG9y&hash=a099a57caad653cd2e315dca4eed3bbef7e05e94&lang=en&cache-only=0"
"to brew","verb","Creating and Producing","ˈbɹu","to make a drink, such as tea or coffee, or soup by soaking ingredients in hot water","https://cdn.langeek.co/photo/26992/original/tea?type=jpeg","https://tts.langeek.co/read?text=dG8gYnJldw&hash=6987d6e58ab5b58db078ff5a964d8d8b5b4f8997&lang=en&cache-only=0"
"to doodle","verb","Creating and Producing","ˈduːdəl","to aimlessly draw lines and shapes, particularly when one is bored","https://cdn.langeek.co/photo/18866/original/doodle?type=jpeg","https://tts.langeek.co/read?text=dG8gZG9vZGxl&hash=c93d3f2539a0b4f5cb0ea52715915dcaf46c4cfc&lang=en&cache-only=0"
"to engineer","verb","Creating and Producing","ˌɛnʤɪˈnɪr","to design, build, or plan something systematically and skillfully, especially using scientific principles and technical knowledge","https://cdn.langeek.co/photo/59515/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gZW5naW5lZXI&hash=cbc7ef986502a5ae64c3c8c465780a574f222976&lang=en&cache-only=0"
"to compose","verb","Creating and Producing","kəmˈpoʊz","to write a musical piece","https://cdn.langeek.co/photo/51486/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gY29tcG9zZQ&hash=3fd1974b25d0e3cfd92ea07f51c120f97c350df8&lang=en&cache-only=0"
"to draft","verb","Creating and Producing","ˈdɹæft","to write something for the first time that needs corrections for the final presentation","https://cdn.langeek.co/photo/51432/original/editor?type=jpeg","https://tts.langeek.co/read?text=dG8gZHJhZnQ&hash=f995e16debd5c89462c3c259511e9d4205f739ca&lang=en&cache-only=0"
"to innovate","verb","Creating and Producing","ˈɪnəˌveɪt/, /ˈɪnoʊˌveɪt","to introduce new ideas, methods, or products to improve or change the current way of doing things","https://cdn.langeek.co/photo/59602/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gaW5ub3ZhdGU&hash=fb876938a21fe41b5db4895b9a291e52e794d869&lang=en&cache-only=0"
"to weld","verb","Creating and Producing","ˈweld","to join two or more pieces of metal together using heat and pressure","https://cdn.langeek.co/photo/33631/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gd2VsZA&hash=cb7ff3c1993f1738646cc4cd3065e16ed65bf3f6&lang=en&cache-only=0"
"to etch","verb","Creating and Producing","ˈɛtʃ","to cut or carve designs or writings on a hard surface, often using acid or a laser beam","https://cdn.langeek.co/photo/51194/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gZXRjaA&hash=88be14541f74c6504503bf810ccead22e138938d&lang=en&cache-only=0"
"to embroider","verb","Creating and Producing","ɪmˈbɹɔɪdɝ","to sew decorative patterns on a piece of cloth with colored threads","https://cdn.langeek.co/photo/47084/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gZW1icm9pZGVy&hash=dbbe1139f66af6ba275234fd5b8e3dd94450c5ec&lang=en&cache-only=0"
"to synthesize","verb","Creating and Producing","ˈsɪnθəˌsaɪz","to make something by combining different elements or compounds","https://cdn.langeek.co/photo/54539/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gc3ludGhlc2l6ZQ&hash=7629ad68239d4151e26eadf892554552a3300dda&lang=en&cache-only=0"
"roof","noun","Building Parts","ruːf/ , /rʊf","the structure that creates the outer top part of a vehicle, building, etc.","https://cdn.langeek.co/photo/60777/original/roof?type=jpeg","https://tts.langeek.co/read?text=cm9vZg&hash=10f48bb108201b543a19b50fdb624dcb860b6af5&lang=en&cache-only=0"
"wall","noun","Building Parts","wɔːl","an upright structure, usually made of brick, concrete, or stone that is made to divide, protect, or surround a place","https://cdn.langeek.co/photo/20855/original/wall?type=jpeg","https://tts.langeek.co/read?text=d2FsbA&hash=7ce80503fc636b82b2a5ebcf4ec3a8b790d1ca1b&lang=en&cache-only=0"
"window","noun","Building Parts","ˈwɪndoʊ","a space in a wall or vehicle that is made of glass and we use to look outside or get some fresh air","https://cdn.langeek.co/photo/20818/original/window?type=jpeg","https://tts.langeek.co/read?text=d2luZG93&hash=b28e4eb8148fc7ea01aba92634e2bc6811a16f72&lang=en&cache-only=0"
"door","noun","Building Parts","dɔːr","the thing we move to enter, exit, or access a place such as a vehicle, building, room, etc.","https://cdn.langeek.co/photo/20810/original/door?type=jpeg","https://tts.langeek.co/read?text=ZG9vcg&hash=68d4e21e1c96319d1a8cc9299a1b51efd939ed82&lang=en&cache-only=0"
"floor","noun","Building Parts","flɔːr","the bottom of a room that we walk on","https://cdn.langeek.co/photo/48351/original/floor?type=jpeg","https://tts.langeek.co/read?text=Zmxvb3I&hash=f6d26bceb1625362fd3257c87e7a30084275c93b&lang=en&cache-only=0"
"bedroom","noun","Building Parts","ˈbɛdruːm","a room we use for sleeping","https://cdn.langeek.co/photo/50791/original/bedroom?type=jpeg","https://tts.langeek.co/read?text=YmVkcm9vbQ&hash=0bbd03af86fc3c3258a01c30d0da8fe5851ab63d&lang=en&cache-only=0"
"living room","noun","Building Parts","ˈlɪvɪŋ ruːm","the part of a house where people spend time together talking, watching television, relaxing, etc.","https://cdn.langeek.co/photo/50809/original/living-room?type=jpeg","https://tts.langeek.co/read?text=bGl2aW5nIHJvb20&hash=037641ac7ccd35a97a83310e5a20f56249a9f3aa&lang=en&cache-only=0"
"kitchen","noun","Building Parts","ˈkɪtʃən","the place in a building or home where we make food","https://cdn.langeek.co/photo/22167/original/kitchen?type=jpeg","https://tts.langeek.co/read?text=a2l0Y2hlbg&hash=424c434e57ae7d314a1b9172171eaf9d5e85ee41&lang=en&cache-only=0"
"bathroom","noun","Building Parts","ˈbæθruːm/ , /ˈbæθrʊm","a room that has a toilet and a sink, and often times a bathtub or a shower as well","https://cdn.langeek.co/photo/48355/original/bathroom?type=jpeg","https://tts.langeek.co/read?text=YmF0aHJvb20&hash=1df0dd490c01630a275169bf21768dc890a57cab&lang=en&cache-only=0"
"dining room","noun","Building Parts","ˈdaɪnɪŋ ruːm","a room that we use to eat meals in","https://cdn.langeek.co/photo/50797/original/dining-room?type=jpeg","https://tts.langeek.co/read?text=ZGluaW5nIHJvb20&hash=32b08af606ba48c7624351561a19272f34f42fd7&lang=en&cache-only=0"
"laundry room","noun","Building Parts","lˈɔːndɹi ɹˈuːm","a dedicated space for washing, drying, folding, and ironing clothes and linens, typically equipped with a washer, dryer, ironing board, and storage cabinets","https://cdn.langeek.co/photo/28714/original/?type=jpeg","https://tts.langeek.co/read?text=bGF1bmRyeSByb29t&hash=85562b21620e6c70a399341755cd7010de4c67a3&lang=en&cache-only=0"
"ceiling","noun","Building Parts","ˈsiːlɪŋ","the highest part of a room, vehicle, etc. that covers it from the inside","https://cdn.langeek.co/photo/60744/original/ceiling?type=jpeg","https://tts.langeek.co/read?text=Y2VpbGluZw&hash=db361ca1f6a98a570125f06bfb55b1d35e484fd1&lang=en&cache-only=0"
"chimney","noun","Building Parts","ˈʧɪmni","a channel or passage that lets the smoke from a fire pass through and get out from the roof of a building","https://cdn.langeek.co/photo/18107/original/chimney?type=jpeg","https://tts.langeek.co/read?text=Y2hpbW5leQ&hash=d7dc1633d79929c5a32b8113ddd722b6139fb847&lang=en&cache-only=0"
"stairs","noun","Building Parts","ˈstɛɹz","a series of steps or risers designed for ascending or descending between different levels or floors in a building or structure","https://cdn.langeek.co/photo/50827/original/stairway?type=jpeg","https://tts.langeek.co/read?text=c3RhaXJz&hash=68dd90288d9210ad4657685570be6e45b3bb78cc&lang=en&cache-only=0"
"balcony","noun","Building Parts","ˈbæɫkəni","a platform above the ground level and on the outside wall of a building that we can get into from the upper floor","https://cdn.langeek.co/photo/21611/original/balcony?type=jpeg","https://tts.langeek.co/read?text=YmFsY29ueQ&hash=459f5f4532057cce6d220717240f46a13854c64c&lang=en&cache-only=0"
"porch","noun","Building Parts","pɔrtʃ","a structure with a roof and no walls at the entrance of a house","https://cdn.langeek.co/photo/18103/original/porch?type=jpeg","https://tts.langeek.co/read?text=cG9yY2g&hash=6bc6ade107bfdf2a3c9f3c182f7ad8d8268cbeed&lang=en&cache-only=0"
"terrace","noun","Building Parts","ˈtɛɹəs","a flat paved area, particularly one next to a building or restaurant, where people can sit, eat, relax, etc.","https://cdn.langeek.co/photo/51122/original/?type=jpeg","https://tts.langeek.co/read?text=dGVycmFjZQ&hash=93c4b6d4eecb7e621b059192e896ae02f0f7890c&lang=en&cache-only=0"
"hall","noun","Building Parts","hɑːl","a passage that is inside a house or building with rooms on both side","https://cdn.langeek.co/photo/50825/original/hallway?type=jpeg","https://tts.langeek.co/read?text=aGFsbA&hash=214a901d40d1e7d71c21e91bbdc9168a7f3a3137&lang=en&cache-only=0"
"corridor","noun","Building Parts","ˈkɔrɪˌdɔr","a long narrow way in a building that has doors on either side opening into different rooms","https://cdn.langeek.co/photo/18049/original/corridor?type=jpeg","https://tts.langeek.co/read?text=Y29ycmlkb3I&hash=9600b08a2346f0620b796ded19110f9ab49e6bc4&lang=en&cache-only=0"
"attic","noun","Building Parts","ˈætɪk","an area or room directly under the roof of a house, typically used for storage or as an additional living area","https://cdn.langeek.co/photo/20976/original/?type=jpeg","https://tts.langeek.co/read?text=YXR0aWM&hash=fae0f58e14ca388099dcbdebcecf519e96886594&lang=en&cache-only=0"
"basement","noun","Building Parts","ˈbeɪsmənt","an area or room in a house or building that is partially or completely below the ground level","https://cdn.langeek.co/photo/50817/original/basement?type=jpeg","https://tts.langeek.co/read?text=YmFzZW1lbnQ&hash=29d6fb34da6437a115a2119da816a62995183eff&lang=en&cache-only=0"
"garage","noun","Building Parts","ɡəˈrɑːʒ","a building, usually next or attached to a house, in which cars or other vehicles are kept","https://cdn.langeek.co/photo/50821/original/garage?type=jpeg","https://tts.langeek.co/read?text=Z2FyYWdl&hash=ba4187e4c66db2e541319371526eb3d09f69b846&lang=en&cache-only=0"
"gutter","noun","Building Parts","ˈɡʌtɚ","an open pipe that is attached beneath the edge of a building roof and carries rainwater away","https://cdn.langeek.co/photo/50823/original/gutter?type=jpeg","https://tts.langeek.co/read?text=Z3V0dGVy&hash=c572498758510eee6f769a18764e1883c3d4836f&lang=en&cache-only=0"
"column","noun","Building Parts","ˈkɑɫəm","a vertical structural element, often made of stone, that supports the weight of the building above it","https://cdn.langeek.co/photo/50904/original/?type=jpeg","https://tts.langeek.co/read?text=Y29sdW1u&hash=9a8ba8a0cc646c3e4f2ef6b311a7d591a443908e&lang=en&cache-only=0"
"handrail","noun","Building Parts","ˈhænˌdɹeɪɫ","a supportive rail fixed to a staircase or walkway, providing a handhold for stability and safety while ascending or descending","https://cdn.langeek.co/photo/45297/original/?type=jpeg","https://tts.langeek.co/read?text=aGFuZHJhaWw&hash=f5a5f8b3cfb5791d12c8e22bf9ee938cadae04f9&lang=en&cache-only=0"
"skylight","noun","Building Parts","ˈskaɪˌɫaɪt","a window installed on a roof or ceiling that allows natural light to enter a room from above","https://cdn.langeek.co/photo/45010/original/?type=jpeg","https://tts.langeek.co/read?text=c2t5bGlnaHQ&hash=ded03d9f510af5238f2995a360d6ecdeb2563fce&lang=en&cache-only=0"
"cellar","noun","Building Parts","ˈsɛɫɝ","an underground storage space or room, typically found in a building, used for storing food, wine, or other items that require a cool and dark environment","https://cdn.langeek.co/photo/51045/original/?type=jpeg","https://tts.langeek.co/read?text=Y2VsbGFy&hash=0f1fd10d48e55c06828e0bf7a8e72ceb6c04bd45&lang=en&cache-only=0"
"utility","noun","Building Parts","juˈtɪləti","a service that is provided to the public, such as electricity, water, or gas, which is used in daily life","https://cdn.langeek.co/photo/32616/original/?type=jpeg","https://tts.langeek.co/read?text=dXRpbGl0eQ&hash=fc881176487f5398d7f41f469cedceaa4eac9fe6&lang=en&cache-only=0"
"lobby","noun","Building Parts","ˈlɑbi","the area just inside the entrance of a public building such as a hotel, etc.","https://cdn.langeek.co/photo/18161/original/lobby?type=jpeg","https://tts.langeek.co/read?text=bG9iYnk&hash=3c7ebc7f366ab67ba7bc3b7a98c53ca6c579c6ad&lang=en&cache-only=0"
"trash chute","noun","Building Parts","tɹˈæʃ ʃˈuːt","a vertical or inclined passage in a building that allows for the convenient disposal of waste materials by dropping them into a designated collection area or dumpster","https://cdn.langeek.co/photo/32614/original/?type=jpeg","https://tts.langeek.co/read?text=dHJhc2ggY2h1dGU&hash=fa51302cc4cc0b55255448a2a73cab093e4e60be&lang=en&cache-only=0"
"elevator","noun","Building Parts","ˈɛləˌveɪtɚ","a box-like device that moves up and down and is used to get to the different levels of a building","https://cdn.langeek.co/photo/47124/original/elevator?type=jpeg","https://tts.langeek.co/read?text=ZWxldmF0b3I&hash=7f236576ff415b6a859ce3a500a2206a269863a1&lang=en&cache-only=0"
"story","noun","Building Parts","ˈstɔːri","a level or floor of a building, separated by a horizontal division, used to describe the building's height or structure","https://cdn.langeek.co/photo/28191/original/first-floor?type=jpeg","https://tts.langeek.co/read?text=c3Rvcnk&hash=6df6687bc2f5a43a54241df4c8d9a695bce8cc6e&lang=en&cache-only=0"
"arch","noun","Building Parts","ɑrtʃ","a curved symmetrical structure that supports the weight above it, used in bridges or buildings","https://cdn.langeek.co/photo/50898/original/?type=jpeg","https://tts.langeek.co/read?text=YXJjaA&hash=e660ec6b28190b6d678c50f58af49dffd7073bdb&lang=en&cache-only=0"
"plumbing system","noun","Building Parts","plˈʌmɪŋ sˈɪstəm","a network of pipes, fixtures, valves, and other components that work together to supply and distribute water, as well as remove waste and sewage, within a building or structure","https://cdn.langeek.co/photo/45006/original/?type=jpeg","https://tts.langeek.co/read?text=cGx1bWJpbmcgc3lzdGVt&hash=425d1ebbcbabe072dfeb87b637ba92c0e2c1e529&lang=en&cache-only=0"
